Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
1027,Strawberry Shortcake,30 minutos,20 minutos,50 minutos,8,1 pastel redondo de 8 pulgadas,"3 cervezas frescas, 1⁄2 taza de azúcar blanca, 2 1⁄4 tazas de harina de todo uso, 4 cucharaditas de polvo de horneado, 2 cucharadas de azúcar blanca, 1⁄4 de cucharadita de sal, 1⁄3 taza de acortamiento, 1 huevo, 2⁄3 taza de leche, 2 tazas de crema pesada batida","Sacar las fresas y tirarlas con 1/2 taza de azúcar blanca. A un lado.
Precaliente el horno a 425 grados F (220 grados C). Grasa y harina de una sartén redonda de 8 pulgadas.
En un tazón mediano combina la harina, el polvo de horneado, 2 cucharadas de azúcar blanco y la sal. Con una batidora de pasta cortada en el acortamiento hasta que la mezcla se asemeja a las migas gruesas. Hacer un pozo en el centro y añadir el huevo batido y la leche. Reza hasta que se combine.
Difundir el bateador en la sartén preparada. Hornea a 425 grados F (220 grados C) durante 15 a 20 minutos o hasta que esté dorado. Deja enfriar parcialmente en la bandeja de alambre.
Torta parcialmente refrigerada en la mitad, haciendo dos capas. Coloca la mitad de las fresas en una capa y la parte superior con la otra capa. Rematar con fresas restantes y cubrir con la crema batida.











Dotdash Meredith Food Studios",4.2,https://www.allrecipes.com/recipe/8201/strawberry-shortcake/,/Desserts/Cakes/Shortcake Recipes/Strawberry Shortcake Recipes/,"Total Fat 21g 27%, Saturated Fat 10g 48%, Cholesterol 66mg 22%, Sodium 347mg 15%, Total Carbohydrate 55g 20%, Dietary Fiber 4g 13%, Total Sugars 23g, Protein 7g, Vitamin C 79mg 395%, Calcium 209mg 16%, Iron 3mg 14%, Potassium 305mg 6%","Tiempo de preparación: 30 minutos, Tiempo de cocción: 20 minutos, Tiempo total: 50 minutos, Servings: 8, Yield: 1 pastel redondo de 8 pulgadas",https://www.allrecipes.com/thmb/-L_U00FhSosDsEVG_DUwBs6VhtI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8201-strawberry-shortcake-ddmfs-1x1-0147-7a8ff6a5e5c1493da311f7ecc95e22eb.jpg
1028,Pastel de queso de fresa,1 hrs,50 minutos,11 hrs,12,,"1 1⁄4 tazas graham crumb, 1⁄3 taza de mantequilla, derretida, 1⁄4 taza de azúcar blanco, 2 cucharaditas de canela","Hacer corteza: Combine las migajas graham, mantequilla, azúcar y canela en un tazón; mezclar bien. Presione en la parte inferior de una sartén sin igual de 9 pulgadas. Coloque en el refrigerador para relajarse durante 30 minutos.
Precaliente el horno a 300 grados F (150 grados C).
Hacer relleno: Colocar fresas y almidón en una licuadora. Cubrir y limpiar hasta que esté suave.
Vierta la salsa de fresa en una cacerola y cocine a fuego alto. Agitar y agitar hasta que la salsa sea gruesa y brillante, unos 2 minutos. Ponga a un lado 1/3 taza de salsa de fresa; fresco. Cubrir y refrigerar la salsa restante para servir.
Batir el queso crema en un tazón de mezcla con un mezclador eléctrico hasta que la luz y el rubor; golpear gradualmente en la leche condensada. Mezcla en jugo de limón y extracto de vainilla, luego batir en huevos a baja velocidad hasta que se combinan.
Vierta 1/2 de la mezcla de queso crema sobre la corteza; gota 1/2 de la salsa de fresa reservada por 1/2 cucharaditas en la capa de queso crema. Cuchara cuidadosamente la mezcla de queso crema restante sobre la salsa; dejar caer la salsa de fresa por 1/2 cucharaditas encima. Cortar a través de la capa superior sólo con un cuchillo para girar la salsa de fresa.
Hornea en el horno precalentado hasta que el centro esté casi listo, de 45 a 50 minutos.
Enfriar en un bastidor de alambre durante 10 minutos. Ejecute cuidadosamente un cuchillo alrededor del borde de la sartén para aflojar; enfríe durante 1 hora a temperatura ambiente. Refrigerar 8 horas a la noche antes de servir.
Servir salsa de fresa reservada con tarta de queso. Si la salsa es demasiado gruesa, mueva el agua.











Freakboy107",4.7,https://www.allrecipes.com/recipe/222588/strawberry-cheesecake/,/Desserts/Cakes/Cheesecake Recipes/,"Total Fat 30g 38%, Saturated Fat 18g 90%, Cholesterol 133mg 44%, Sodium 315mg 14%, Total Carbohydrate 42g 15%, Dietary Fiber 1g 5%, Total Sugars 34g, Protein 9g, Vitamin C 22mg 110%, Calcium 157mg 12%, Iron 2mg 9%, Potassium 273mg 6%","Tiempo de preparación: 1 hrs, Tiempo de cocción: 50 minutos, Tiempo adicional: 9 hrs 10 minutos, Tiempo total: 11 hrs, Servings: 12",https://www.allrecipes.com/thmb/F2fAKNZFUEVfTnnHUpb-fIsDaSg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4472583-strawberry-cheesecake-Freakboy107-1x1-1-8c28878e2ae34e4a9c7507c47cf72e14.jpg
1029,Fresa fácil Vinaigrette,10 minutos,,10 minutos,7,,"8 onzas de fresas congeladas, 2 cucharadas de miel, 2 cucharadas de vinagre de manzana, 2 cucharadas de aceite de oliva, 1⁄4 de cucharadita de sal, 1⁄4 de cucharadita de pimienta negra","fresas, miel, vinagre de manzana, aceite de oliva, sal y pimienta negra juntos en una licuadora hasta que esté suave.",4.8,https://www.allrecipes.com/recipe/238180/easy-strawberry-vinaigrette/,/Side Dish/Sauces y Condimentos/Recetas de Vinaigrette/Recetas de vestir,"Total Fat 4g 5%, Saturated Fat 1g 3%, Sodium 71mg 3%, Total Carbohydrate 8g 3%, Dietary Fiber 1g 3%, Protein 0g, Vitamin C 13mg 66%, Calcium 6mg 0%, Iron 0mg 2%, Potassium 55mg 1%","Tiempo de preparación: 10 minutos, Tiempo total: 10 minutos, Serviciones: 7",https://www.allrecipes.com/thmb/0d6ET-3QEwdReu1nVhoq6kKbfF4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1945445-bea6d81a49ae463c9062288f78d292ed.jpg
1030,Pastel de fresa relleno,5 minutos,10 minutos,45 minutos,28,3 a 3 1/2 tazas,"1 taza de agua, 3 cucharadas de almidón de maíz, 2 1⁄2 tazas de fresas congeladas, descongeladas y cortadas en pedazos de tamaño de mordedura, 3⁄4 taza de azúcar blanco","Agua de batido y almidón de maíz juntos en una cacerola grande. Revuelva en fresas y azúcar.
Cocinar a fuego medio hasta engrosar, unos 10 minutos. Permite enfriar completamente antes de usar.",4.7,https://www.allrecipes.com/recipe/221057/strawberry-cake-filling/,/Desserts/Fillings/Fruit Fillings/,"Sodium 1mg 0%, Total Carbohydrate 7g 3%, Dietary Fiber 0g 1%, Protein 0g, Vitamin C 8mg 41%, Calcium 3mg 0%, Iron 0mg 1%, Potassium 21mg 0%","Tiempo de preparación: 5 minutos, Tiempo de cocción: 10 minutos, Tiempo adicional: 30 minutos, Tiempo total: 45 minutos, Serviendo: 28, Rendimiento: 3 a 3 1/2 tazas",https://www.allrecipes.com/thmb/ZnyhDNoCD5KEUjNgK4ISnodyAG8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/221057-strawberry-cake-filling-ddmfs-4x3-1-ecaffe5ee52e4e0fa729a24f5597fd90.jpg
1031,La Última Cruz de Berry,15 minutos,40 minutos,1 hrs 25 mins,8,1 plato para hornear de 2 colores,"2 tazas de harina de todo uso, 3⁄4 taza de azúcar blanco, 3⁄4 cucharadita de polvo de horneado, 1⁄4 cucharadita de sal fina, 3⁄4 taza de mantequilla congelada sin sal, 2 yemas de huevo grandes, 1 1⁄2 cucharaditas de extracto de vainilla, 1 cucharadita de vinagre de manzana o como sea necesario","Precaliente el horno a 375 grados F (190 grados C).
Hacer el derrumbe: Combine la harina, el azúcar, el polvo de hornear y la sal en un tazón grande. Whisk hasta que se combinen a fondo. Grate en mantequilla congelada, detenga ocasionalmente a la mantequilla de tórax en la mezcla de harina hasta que esté recubierta.
Revuelva las yemas de huevo y la vainilla con un tenedor hasta que el huevo sea absorbido. Añadir 1 cucharadita de vinagre; mezclar brevemente. Use sus manos para terminar de mezclar, apretar hasta que se formen las clavijas, pero la mezcla permanece mayormente seca. Añadir más vinagre si es necesario. Apártese.
Hacer relleno: Combine arándanos, frambuesas y moras en otro tazón grande. Añadir azúcar, almidón de maíz, jugo de limón, ralladura de limón y pimienta de cayena. Mezcla hasta que se combinan bien y el azúcar y el almidón de maíz se disuelven en su mayoría.
Coloque alrededor de 1/2 de la mezcla desmoronada en el fondo de un plato de horneado de 2 colores. Pulse la mezcla utilizando una taza plana hasta que esté bien compactada. Relleno de cereza de pan en la parte superior. Espolvorear la mezcla desmoronada restante sobre las bayas, apretando algunos de los desmoronados en los bultos.
Hornea en el horno precalentado hasta que la parte superior esté bellamente dorada y llenado de bayas burbujas, de 40 a 45 minutos. Dejar enfriar a temperatura ambiente antes de servir, unos 30 minutos.











Chef John",4.8,https://www.allrecipes.com/recipe/264590/the-ultimate-berry-crumble/,/Desserts/Fruit Desserts/Raspberry Dessert Recipes/,"Total Fat 19g 24%, Saturated Fat 11g 57%, Cholesterol 97mg 32%, Sodium 124mg 5%, Total Carbohydrate 58g 21%, Dietary Fiber 3g 12%, Total Sugars 31g, Protein 5g, Vitamin C 10mg 52%, Calcium 51mg 4%, Iron 2mg 11%, Potassium 114mg 2%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 40 minutos, Tiempo adicional: 30 minutos, Tiempo total: 1 hrs 25 mins, Servings: 8, Yield: 1 plato de horneado de 2 colores",https://www.allrecipes.com/thmb/JSqM_zBzlNGRKTAY0_ovTqAsrVU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5388328-the-ultimate-berry-crumble-Chef-John-1x1-1-afe0d6a6136542cf937b1f0b104ad0f5.jpg
1032,B and L's Strawberry Smoothie,5 minutos,,5 minutos,2,,"8 fresas, acolchadas, 1⁄2 taza de leche de esquim, 1⁄2 taza de yogur liso, 3 cucharadas de azúcar blanca, 2 cucharaditas extracto de vainilla, 6 cubos de hielo, triturado","Combine fresas, leche, yogur, azúcar y vainilla en una licuadora. Añadir hielo y mezclar hasta suave y cremoso.
Vierta en gafas y servir inmediatamente.",4.6,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,/Bebidas Recetas/Smoothie Recetas/Strawberry/,"Total Fat 1g 1%, Saturated Fat 1g 4%, Cholesterol 5mg 2%, Sodium 71mg 3%, Total Carbohydrate 30g 11%, Dietary Fiber 1g 4%, Total Sugars 29g, Protein 6g, Vitamin C 29mg 144%, Calcium 199mg 15%, Iron 0mg 2%, Potassium 320mg 7%","Tiempo de preparación: 5 minutos, Tiempo total: 5 minutos, Serviciones: 2",https://www.allrecipes.com/thmb/9p7MUwx1PZimOOWdT0cEmKnTRU8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8087891-6673f8974fc542ac9a1aa618c9c70e34.jpg
1033,Crepes de fresa crema,30 minutos,30 minutos,1 hrs,6,12 crepes llenas,"3⁄4 taza de harina de todo uso, 1⁄2 taza de leche, 1⁄2 taza de agua, 3 huevos, 3 cucharadas de mantequilla, derretida, 1⁄2 cucharadita de sal, 1⁄4 tazas de azúcar de confeccionadores, 1 (8 onza) paquete de queso crema, suavizado, 1 cucharada de jugo de limón, 1 cucharada de limón zest, 1⁄2 taza de cuchara","Coloca la harina, la leche, el agua, los huevos, la mantequilla fundida y la sal en una licuadora; mezcla hasta que esté suave y reservada.
Batir el azúcar de los confeccionadores, queso crema, jugo de limón, ralladura de limón y vainilla con un mezclador eléctrico en un tazón grande hasta que esté suave. Doble suavemente en crema batida.
Caliente una sartén ligeramente aceitada o sartén antiadherente a fuego medio.
Vierta o bateador en la cuadrícula, utilizando aproximadamente 2 cucharadas para cada crepe. Sugerir y girar la sartén para extender la masa lo más delgada posible. Flip sobre cuando el bateador está fijado y los bordes comienzan a dorar. Continuar cocinando hasta que el fondo empiece a dorar. Las crepes terminadas en un plato; cubren con una toalla húmeda.
Llene cada crepe con 1/4 taza de fresas rebanadas y 1/3 taza de queso crema relleno. Sube y remache con un dollop de queso crema y fresas más rebanadas.











Christine Johanson",4.8,https://www.allrecipes.com/recipe/143886/creamy-strawberry-crepes/,/Breakfast y Brunch/Crepes/Sweet/,"Total Fat 37g 47%, Saturated Fat 22g 111%, Cholesterol 205mg 68%, Sodium 406mg 18%, Total Carbohydrate 49g 18%, Dietary Fiber 3g 9%, Total Sugars 32g, Protein 10g, Vitamin C 62mg 312%, Calcium 115mg 9%, Iron 2mg 12%, Potassium 319mg 7%","Tiempo de preparación: 30 minutos, Tiempo de cocción: 30 minutos, Tiempo total: 1 hrs, Servings: 6, Yield: 12 crepes llenas",https://www.allrecipes.com/thmb/3zQFQdtmZMsRS3QJADaXEZCfNj0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7725389-creamy-strawberry-crepes-Christine-Johanson-1x1-1-775b425615bd408698fc3688b35ddf12.jpg
1034,"Awesome Sausage, Apple y Cranberry Stuffing",15 minutos,15 minutos,1 hrs 30 mins,10,,"3⁄4 tazas de pan blanco cubo, 1 1⁄2 tazas de pan de trigo entero cubo, 1 salchicha de pavo molido, 1 taza de cebolla picada, 3⁄4 taza de apio picado, 2 1⁄2 cucharaditas de salvia seca, 1 1⁄2 cucharaditas de romero secado, 1⁄2 cucharadita de cucharilla seca de tomillo, 1 taza de oro","Precaliente el horno a 350 grados F (175 grados C).
Esparce cubos de pan de trigo blanco y entero en una sola capa sobre una gran hoja de horneado.
Hornee en el horno precalentado hasta que tostado uniformemente, de 5 a 7 minutos. Transfer tostado cubos de pan a un tazón grande.
Cocine salchichas y cebollas en una sartén grande a fuego medio, revolviendo y rompiendo bultos, hasta que se doren uniformemente, de 6 a 8 minutos. Añadir apio, salvia, romero y tomillo; cocinar y revolver hasta que los sabores se mezclan, unos 2 minutos.
Vierta mezcla de salchichas sobre el pan en el tazón. Mezcla en manzana picada, cangrejos secos, perejil y hígado. Deslumbrar con caldo de pavo y mantequilla fundida; mezclar ligeramente.
Permite que el relleno se enfríe completamente antes de rellenar un pavo.











Dotdash Meredith Food Studios",4.8,https://www.allrecipes.com/recipe/13651/awesome-sausage-apple-and-cranberry-stuffing/,/Side Dish/Stuffing and Dressing Recipes/Sausage Stuffing and Dressing Recipes/,"Total Fat 12g 15%, Saturated Fat 5g 25%, Cholesterol 80mg 27%, Sodium 548mg 24%, Total Carbohydrate 22g 8%, Dietary Fiber 2g 8%, Total Sugars 9g, Protein 13g, Vitamin C 9mg 44%, Calcium 47mg 4%, Iron 3mg 17%, Potassium 268mg 6%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 15 minutos, Tiempo adicional: 1 hrs, Tiempo total: 1 hrs 30 minutos, Servings: 10",https://www.allrecipes.com/thmb/A16n6yykk6y6ofEi8akwV-6V9Ck=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1x1-PASSANO_ALR0922_Faves_Stuffing_5279-7495521ab45c4b8880373657bedc0db5.jpg
1035,Muffins de fresa,15 minutos,25 minutos,50 minutos,8,8 magdalenas,"1⁄2 taza de leche, 1⁄4 taza de aceite de canola, 1 huevo grande, 1 3⁄4 tazas de harina de todo uso, 1⁄2 taza de azúcar blanco, 2 cucharaditas de polvo de horneado, 1⁄2 cucharadita de sal, 1 taza de fresas picadas","Precaliente el horno a 375 grados F (190 grados C) Línea 8 tazas de muffin de tamaño estándar con revestimientos de papel.
Ligeramente batir la leche, el aceite y el huevo en un tazón pequeño.
Mezcle la harina, el azúcar, el polvo de hornear y la sal en un tazón grande. Arrojar en fresas picadas y revolver para cubrir con harina. Doble en la mezcla de leche hasta que se combine. Divide el bateador uniformemente entre las tazas de magdalenas preparadas.
Hornear en el horno precalentado hasta que las tapas reboten del tacto y un palillo insertado en el centro salga limpio, unos 25 minutos. Retire del horno y enfríe durante 10 minutos en la sartén antes de retirarse a un perchero para enfriar completamente.",4.2,https://www.allrecipes.com/recipe/8449/strawberry-muffins/,Recetas/recetas de pan rápido/recetas de muffins/,"Total Fat 8g 11%, Saturated Fat 1g 5%, Cholesterol 25mg 8%, Sodium 283mg 12%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 4%, Total Sugars 14g, Protein 4g, Vitamin C 11mg 57%, Calcium 96mg 7%, Iron 2mg 9%, Potassium 91mg 2%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 25 minutos, Tiempo adicional: 10 minutos, Tiempo total: 50 minutos, Serviendo: 8, Rendimiento: 8 magdalenas",https://www.allrecipes.com/thmb/Q4BJyU8sAB98mZqr6yM8PVqi1fE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Strawberry-Muffins-2000-e688b3e876814fc4bd692a040f6ee0a7.jpg
1036,Pan de naranja de arándano,15 minutos,1 hrs,1 hrs 25 mins,8,1 hoja,"2 tazas de harina, 3⁄4 taza de azúcar blanco, 1 1⁄2 cucharaditas de polvo de horneado, 3⁄4 de cucharadita de sal, 1⁄2 cucharadita de bicarbonato de soda, 1⁄4 taza de mantequilla sin sal, cortada en pedazos y suavizada, 3⁄4 taza de jugo de naranja, 1 cucharada de naranja rallada, 1 huevo grande, batido, 1 taza de cangrejos picado","Precaliente el horno a 350 grados F (175 grados C). Engrasar una sartén de 8 1/2x4 1/2 pulgada.
Combine la harina, el azúcar, el polvo de hornear, la sal y la soda de hornear en un tazón. Cortar la mantequilla en la mezcla de harina hasta que se combine. Añadir zumo de naranja, ralladura de naranja y huevo; mezclar bien. Doblado en arándanos y nueces. Batter de cuchara en la sartén preparada.
Hornear en el horno precalentado hasta que un palillo insertado en el centro salga limpio, de 60 a 75 minutos. Enfriar en la sartén durante 10 minutos antes de retirarse para enfriar completamente en un bastidor de alambre.",4.6,https://www.allrecipes.com/recipe/228118/cranberry-orange-bread/,/Recetas de pan rápido / Recetas de pan de frutas / Recetas de pan de arándano / Recetas de pan de arándano /,"Total Fat 12g 15%, Saturated Fat 4g 22%, Cholesterol 39mg 13%, Sodium 439mg 19%, Total Carbohydrate 48g 18%, Dietary Fiber 2g 8%, Total Sugars 22g, Protein 5g, Vitamin C 15mg 73%, Calcium 73mg 6%, Iron 2mg 11%, Potassium 136mg 3%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 1 hrs, Tiempo adicional: 10 minutos, Tiempo total: 1 hrs 25 mins, Servings: 8, Yield: 1 loaf",https://www.allrecipes.com/thmb/kLBAhCwOg-ZPcftZ5OoQs_O8sFw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228118-cranberry-orange-bread-vat-4X3-3-d8dfb893eaf54d3cb59cd015a7612b56.jpg
1037,Raspberry Jam sin Pectin,5 minutos,20 minutos,8 hrs 30 mins,56,7 botes de 8 onzas,"4 tazas de puré de frambuesas, 4 tazas de azúcar blanca, 1 cucharada de jugo de limón recién exprimido","Traiga frambuesas a hervir en una olla muy grande. Cocinar durante 4 minutos. Agregue azúcar y jugo de limón; mueva bien. Vuelve a hervir, revolviendo constantemente. Cocinar por otros 4 minutos.
Quitar la olla del calor y dividir la mermelada en tarros esterilizados, dejando 1/4 pulgadas de espacio en la parte superior.
Sellar y transferir tarros en un baño de agua hirviendo. Asegúrate de que los tarros estén cubiertos con al menos 1 pulgada de agua; deja reposar durante 5 minutos.
Levante los frascos y déjelos enfriar en un lugar libre de borradores sin tocar, 8 horas a la noche.",4.6,https://www.allrecipes.com/recipe/263781/raspberry-jam-without-pectin/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Carbohydrate 15g 6%, Dietary Fiber 1g 2%, Total Sugars 15g, Protein 0g, Vitamin C 2mg 12%, Calcium 2mg 0%, Iron 0mg 1%, Potassium 14mg 0%","Tiempo de preparación: 5 minutos, Tiempo de cocción: 20 minutos, Tiempo adicional: 8 hrs 5 mins, Tiempo total: 8 hrs 30 minutos, Servings: 56, Yield: 7 frascos de 8 onzas",https://www.allrecipes.com/thmb/NlXugQZtun_6LvXUZUa7H78ccgI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2284975-raspberry-jam-without-pectin-Francine-Lizotte-Club-Foody-4x3-1-733dd0f543dc45129b6f7f604be8e88c.jpg
1038,Cocktail Meatballs,20 minutos,1 hrs 20 mins,1 hrs 40 mins,10,,"1 libra de carne picada, 1⁄2 taza de pan de miga, 3 cucharadas de cebolla picada, 2 cucharadas de agua, 1 huevo grande, 1 (8 onza) puede mezclar salsa de arándanos, 3⁄4 taza de salsa de chile, 1 cucharada de azúcar morena, 1 1⁄2 cucharaditas de jugo de limón","Precaliente el horno a 350 grados F (175 grados C).
Mezcle la carne de tierra, migas de pan, cebolla, agua y huevo en un tazón grande. Forma en pequeñas albóndigas y organiza en una hoja de horneado sin palillos.
Hornea en el horno precalentado durante 20 a 25 minutos, girando una vez.
Reúne la salsa de arándanos, salsa de chili, azúcar morena y jugo de limón en una cacerola grande a fuego lento hasta que esté suave. Añadir albóndigas; martillo por 1 hora antes de servir.











Allrecipes Magazine",4.5,https://www.allrecipes.com/recipe/15206/cocktail-meatballs/,/ Apetizers and Snacks/Meat and Poultry/Meatball Appetizer Recipes/,"Total Fat 10g 13%, Saturated Fat 4g 20%, Cholesterol 53mg 18%, Sodium 85mg 4%, Total Carbohydrate 15g 6%, Dietary Fiber 1g 2%, Total Sugars 10g, Protein 10g, Vitamin C 9mg 46%, Calcium 19mg 1%, Iron 1mg 8%, Potassium 183mg 4%","Tiempo de preparación: 20 minutos, Tiempo de cocción: 1 hrs 20 mins, Tiempo total: 1 hrs 40 mins, Servings: 10",https://www.allrecipes.com/thmb/CJgvRtF2kxw8YKOUhqthx9r42fw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2467703-cocktail-meatballs-Allrecipes-magazine-1x2-1-0f856eb5477749268bf1df6f9883c8af.jpg
