meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
postre,dulce,habitación temperatura,all seasons,fácil,"plátano, harina, azúcar, mantequilla, huevos, vainilla extract, nueces",nan,"Esta receta describe un rico y húmedo pan de plátano hecho con ingredientes dulces como el azúcar, la mantequilla, los huevos y la vainilla, junto con elementos salados como las nueces. Se hornea a temperatura ambiente y se puede disfrutar durante todo el año.",585,Janet es Rich Banana Bread
postre,dulce,cálido,nan,fácil,"plátanos, nueces, azúcar morena oscura, ron, extracto de vainilla",canela,"Bananas Foster es un postre cálido hecho con plátanos, nueces, azúcar marrón oscuro, ron y extracto de vainilla, con un perfil de sabor dulce y picante.",586,Bananas Foster
postre,dulce,habitación temperatura,nan,mediano,"banana, concha de pastelería, pudding",nan,"Un postre compuesto por una crema de plátano llenado con plátanos rebanados dentro de una cáscara de pastel refrigerada, horneado hasta el set.",587,Banana Cream Pie
postre,dulce,habitación temperatura,nan,fácil,"banana, avena",nan,"Esta receta describe muffins de avena de plátano, un postre dulce que es fácil de preparar y se puede servir a temperatura ambiente.",588,Muffins de avena de banana
postre,dulce,habitación temperatura,all seasons,mediano,"banana, nuez","húmedo, sabroso","Este Extremo Pan Banana Nut es un postre dulce que combina bananas maduras, nueces y un toque de especia. Se sirve mejor a temperatura ambiente y se puede disfrutar durante todo el año. El pan tiene una textura húmeda y un robusto perfil de sabor.",589,Extrema pan de nuez de plátano 'EBNB'
postre,dulce,habitación temperatura,nan,fácil,"plátanos, harina, polvo de hornear, refrescos, canela, sal, nuez moscada, azúcar blanca, mantequilla fundida, azúcar morena, huevo, extracto de vainilla, nueces",nan,"Esta receta describe cómo hacer Ultimate Banana Muffins, un postre dulce que es fácil de preparar con una combinación de plátanos maduros, varios ingredientes secos y húmedos, y nueces picadas opcionales.",590,Muffins de Banana Ultimate
postre,dulce,habitación temperatura,nan,fácil,"plátanos, harina, soda para hornear, polvo para hornear, sal, azúcar blanco, mantequilla fundida, huevo","crumbly topping, mashed bananas","Esta receta describe un postre simple hecho con plátanos, harina y otros ingredientes básicos. Se trata de mezclar ingredientes húmedos y secos por separado, y luego combinarlos para formar muffins cubiertos con una mezcla de azúcar morena, harina y canela.",591,Muffins de migajas
postre,dulce,habitación temperatura,all seasons,fácil,"puré de plátanos, harina de todo propósito, azúcar blanco, mantequilla, huevos, extracto de vainilla, leche de mantequilla","húmedo, suave","Esta receta describe un simple pastel de banana que es dulce, servido a temperatura ambiente, y se puede disfrutar durante todo el año. El pastel está hecho con puré de plátanos, harina, azúcar, mantequilla, huevos, extracto de vainilla y leche de mantequilla, y es conocido por su textura húmeda.",592,Pastel de banana
bebida,dulce,frío,nan,fácil,"plátano, proteína en polvo, mantequilla de maní, miel, cacao en polvo",chocolate con sabor,Este es un batido de proteína de maní de chocolate frío y dulce.,593,Chocolate Banana Mantequilla de maní Proteína Shake
bebida,dulce,frío,all seasons,fácil,"fresas, plátano, yogur, jugo de piña, azúcar blanca, jugo de naranja",nan,"Un batido de fruta fría y yogur con jugo de piña añadido, jugo de naranja y azúcar.",594,Frutas y Yogurt Smoothie
postre,dulce,habitación temperatura,all seasons,fácil,"crema de queso, leche condensada endulzada, mezcla de vainilla instantánea, leche de vainilla, extracto de vainilla, topping azotado, ollas de vainilla, bananas",nan,"Esta receta describe un postre simple hecho con componentes cremosos como queso crema y leche condensada, combinado con sabores dulces de vainilla y plátanos. Normalmente se sirve refrigerado y se puede disfrutar durante todo el año.",595,Banana Pudding
desayuno,dulce,frío,all seasons,fácil,"fresas, avena, banana, soy milk",nan,"Esta receta describe un batido de desayuno frío y dulce elaborado con fresas, avena, banana y leche de soja.",596,Fresa de avena Desayuno Smoothie
postre,dulce,habitación temperatura,nan,fácil,"plátano, harina, mantequilla, huevos, puré de plátanos, nueces",tortas,"A-Number-1 Banana El pastel es un postre simple hecho con banana, harina, mantequilla, huevos y nueces, horneado en una sartén redonda de 8 pulgadas.",597,Pastel de Banana A-Number-1
postre,"dulce, picante",habitación temperatura,all seasons,fácil,"plátanos, crema agria, harina, nueces","rico, húmedo","Este pan de crema agria de plátano es un postre dulce y húmedo que se puede disfrutar en cualquier momento del año. Cuenta con plátanos maduros, crema agria, harina y nueces picadas opcionales, horneados en sartenes calientes.",598,Pan de crema de olor de plátano
postre,dulce,habitación temperatura,nan,fácil,"plátano, harina, margarina, azúcar, huevos",nan,"Esta receta describe un pan de plátano sencillo y dulce elaborado con ingredientes básicos como plátano de puré, harina, azúcar y huevos.",599,El mejor pan Banana
bebida,dulce,frío,nan,fácil,"espinacas, banana, leche de soja",smoothie,"Una espinacas fría, dulce y batidora de plátano hecho con leche de soja.",600,Espinacas y Banana Power Smoothie
bebida,dulce,frío,all seasons,fácil,"fresas, melocotones, plátano, hielo, jugo de mango de naranja",nan,"Un batido básico de fruta hecho con frutas mezcladas, hielo y una mezcla de jugo, servido frío.",601,Basic Fruit Smoothie
postre,dulce,frío,all seasons,fácil,"plátanos, queso crema, piña triturada, topping azotado, cerezas de maraschino, cacahuetes triturados",nan,"Estilo del sur Banana Split El pastel es un postre hecho con plátanos, queso crema, piña triturada, topping batido, cerezas de maraschino y cacahuetes triturados. Se sirve frío y tiene un sabor dulce.",602,Cake de plátano de estilo sur
postre,dulce,habitación temperatura,nan,fácil,"harina, cacao en polvo, polvo para hornear, soda para hornear, sal, azúcar blanca, aceite de canola, leche, huevo, extracto de vainilla, plátanos, chips de chocolate","quick and easy to make, rich in flavor, perfect for breakfast or snack time","Esta receta describe un mago de plátano de chocolate sencillo y delicioso que es perfecto para el desayuno o como un aperitivo, con un perfil de sabor dulce y rico.",603,Muffins de chocolate Banana
postre,dulce,habitación temperatura,nan,fácil,"harina, puré de plátanos, aceite de canola, leche de coco",nan,"Esta receta describe un postre vegano simple hecho con harina, plátanos de puré, aceite de canola y leche de coco, horneado en latas de magdalenas.",604,Muffins de banana veganos
bebida,dulce,frío,all seasons,fácil,"piña, plátano, jugo",lisa,"Este Pineapple y Banana Smoothie es una refrescante bebida fría hecha con piña fresca, plátano y jugo, con un sabor dulce y textura suave.",605,Pineapple y Banana Smoothie
postre,dulce,habitación temperatura,nan,fácil,"banana, harina, nuez",nan,"Sarah's Banana Bread Muffins es una receta de postre simple con plátanos maduros, harina y nueces, horneados en magdalenas para un dulce regalo.",606,Muffins de pan de banana de Sarah
postre,dulce,cálido,all seasons,fácil,"plátano, aceite de aguacate",freidora de aire asado,"Esta receta describe un postre fácil de hacer usando una freidora de aire para rodajas de plátano asado, dando lugar a un dulce y caramelizado.",607,Air Fryer Bananas asadas
postre,dulce,habitación temperatura,nan,fácil,"plátano, chips de chocolate, harina, polvo de hornear, sal, soda de hornear, azúcar blanca, mantequilla, plátanos de puré, huevos, extracto de vainilla",nan,"Esta receta describe una simple cookie de postre hecha con plátano, chips de chocolate y ingredientes comunes de despensa como harina, azúcar y mantequilla. Se trata de mezclar ingredientes húmedos y secos, conformando bolas y horneados.",608,Galletas de chocolate de plátano
postre,dulce,habitación temperatura,nan,fácil,"plátanos, harina, polvo para hornear, soda para hornear, azúcar blanca, mantequilla fundida, huevo",nan,"Esta receta describe un postre simple hecho con mini magdalenas de plátano, con ingredientes dulces y fácil preparación.",609,Mejor aún Muffins de Banana Mini
postre,dulce,frío,nan,fácil,"plátano, pudin, vainilla",nan,"Esta receta describe un pudín casero de plátano, un postre hecho con plátanos, pudding y galletas de vainilla, normalmente servido en frío.",610,Pudding de plátano casero
postre,dulce,habitación temperatura,all seasons,fácil,"plátanos, calabaza enlatada, miel, azúcar, aceite vegetal, huevos, harina, especia de pastel de calabaza, polvo de hornear, soda de hornear, canela, sal, pasas, nueces",nan,"Esta receta describe un pan de calabaza de plátano, un postre dulce hecho con una combinación de plátanos, calabaza y varias especias, servido a temperatura ambiente.",611,Pan de calabaza de plátano
postre,dulce,habitación temperatura,all seasons,fácil,"plátanos, harina, azúcar, huevos, aceite, baking polvo, baking soda","quick bread, machine ready","Esta receta de pan rápido está diseñada para su uso en una máquina de pan, combinando bananas, harina, azúcar, huevos, aceite, polvo de horneado y soda de horneado. Es un postre sencillo que se puede disfrutar durante todo el año.",612,Pan Banana - Pan rápido para máquinas
postre,dulce,cálido,nan,fácil,"plátanos, harina, leche, polvo de horneado, sal, huevos, margarina",frito,"Esta receta describe cómo hacer frituras de plátano, que son dulces y fritos artículos de postre hechos de puré de plátanos, harina, leche, polvo de horneado, sal, huevos y margarina.",613,Banana Fritters
postre,dulce,habitación temperatura,all seasons,fácil,"arándanos, bananas, harina, mantequilla, huevos, vainilla extract, white sugar",nan,Esta receta describe un simple y dulce Pan de Banana de Blueberry que se puede disfrutar durante todo el año. Requiere ingredientes básicos y es fácil de preparar.,614,Pan de Banana de Blueberry
postre,dulce,habitación temperatura,nan,fácil,"plátano, harina de todo uso, azúcar blanco, polvo de hornear, soda de hornear, canela, puré de manzana, clara de huevo",nan,"Esta receta describe un pan de plátano sencillo y dulce elaborado con una grasa mínima, con una mezcla de ingredientes secos y plátanos de puré, puré de manzanas y blancos de huevo.",615,Casi no hay pan de banana grasa
postre,dulce,habitación temperatura,nan,fácil,"plátano, chocolate",nan,Esta receta describe una simple tarta de chocolate banana que es dulce y se sirve a temperatura ambiente.,616,Pastel de chocolate de plátano
desayuno,dulce,habitación temperatura,nan,fácil,"zanahorias, plátanos, calabacín, harina de trigo integral, yogur, huevos, avena enrollada, coco triturado, nueces, cerezas secas, canela, sal, jengibre","panecillos, frutas mezcladas, trigo entero, avena, nueces, coco, cerezas, canela","Esta receta describe un ataúd abundante de desayuno hecho con frutas mezcladas, harina integral de trigo, avena, nueces, coco, cerezas, canela y otros ingredientes. Es un plato fácil de hacer que se puede disfrutar como un aperitivo cálido y de temperatura ambiente.",617,Muffins de desayuno corazón
cena,"salvory, picante",caliente,all seasons,mediano,"plátanos, salchichas, tomate, queso, migas de pan","relleno, casserole","Esta receta consiste en rellenar pimientos de plátano con una mezcla de salvia y picante de salchichas, productos de tomate, queso y migajas de pan, horneado en una cazuela.",618,Bob's Stuffed Banana Peppers
postre,dulce,habitación temperatura,nan,fácil,"plátanos, harina, azúcar, mantequilla, nueces",Fluffy,"Esta receta de niños fácil implica mezclar plátanos de puré, harina, azúcar, mantequilla derretida, nueces picadas opcionales, un huevo, soda de horneado y sal para crear galletas de plátano suaves.",619,Receta fácil para los niños para las cookies de plátano Fluffy
bebida,dulce,frío,all seasons,fácil,"mango, banana, vainilla yogurt, leche",nan,"Este batido de plátano de mango fácil es una refrescante bebida fría hecha con mangos maduros, plátanos, yogur de vainilla y leche.",620,Easy Mango Banana Smoothie
bebida,"dulce, amargo",frío,all seasons,fácil,"fresas, plátano, almendras, agua, cubos de hielo, proteína polvo","lisa, rica","Una bebida fría y fácil de hacer con un sabor dulce y amargo, combinando frutas frescas, nueces y polvo de proteínas.",621,Strawberry Banana Protein Smoothie
aperitivo,dulce,habitación temperatura,all seasons,fácil,bananas,"seco, crujiente","Baked Banana Los chips son un simple snack hecho de plátanos maduros rebanados finamente, horneado hasta seco y crujiente.",622,Chips de Banana Baked
desayuno,dulce,cálido,all seasons,fácil,"avena enrollada, bananas, azúcar blanca, sal, canela",porción,"Esta receta describe una simple avena de desayuno hecha con avena enrollada, bananas y endulzantes, servido caliente y con un sabor a canela.",623,Porridge
